0.10 0.10 4.995842310576244E-07
0.10 0.15 7.499675608518202E-07
0.10 0.20 1.0007620877506379E-06
0.10 0.25 1.2519515718068508E-06
0.10 0.30 1.5035434952663902E-06
0.10 0.35 1.7555295366502201E-06
0.10 0.40 2.0079066996677E-06
0.10 0.45 2.2606726034623593E-06
0.10 0.50 2.513825347455946E-06
0.10 0.55 2.7673634118091446E-06
0.10 0.60 3.021285585011834E-06
0.10 0.65 3.2755909165219986E-06
0.10 0.70 3.5302787140496132E-06
0.10 0.75 3.785348792569649E-06
0.10 0.80 4.040798254726182E-06
0.10 0.85 4.296629729202516E-06
0.10 0.90 4.552841851273947E-06
0.10 0.95 4.809434366165047E-06
0.10 1.00 4.796002089831668E-06
0.10 1.05 5.323760759039395E-06
0.10 1.10 5.581494466572779E-06
0.10 1.15 4.904312230915824E-06
0.10 1.20 6.098103325619051E-06
0.10 1.25 6.3569787489219656E-06
0.10 1.30 6.61623494679624E-06
0.10 1.35 5.039744714267581E-06
0.10 1.40 7.135891178957454E-06
0.10 1.45 7.396292317263249E-06
0.10 1.50 6.42539040831362E-06
0.10 1.55 7.91823873066071E-06
0.10 1.60 8.179785894501615E-06
0.10 1.65 8.441715968593128E-06
0.10 1.70 4.985808428802139E-06
0.10 1.75 8.966726312093046E-06
0.10 1.80 7.2457179455966256E-06
0.10 1.85 9.493272760291352E-06
0.10 1.90 9.757123132799103E-06
0.10 1.95 1.0021358687608614E-05
0.10 2.00 1.0285981443222401E-05
0.15 0.10 7.499398167093721E-07
0.15 0.15 1.1262373052568426E-06
0.15 0.20 1.5034292845191177E-06
0.15 0.25 1.8815057182330775E-06
0.15 0.30 2.2604600374137303E-06
0.15 0.35 2.6402873320598477E-06
0.15 0.40 3.02098397721414E-06
0.15 0.45 3.402547536249453E-06
0.15 0.50 3.7849748004567213E-06
0.15 0.55 4.168265818738138E-06
0.15 0.60 4.552419135311511E-06
0.15 0.65 4.937434321465489E-06
0.15 0.70 4.471759868438483E-06
0.15 0.75 5.71004940020672E-06
0.15 0.80 6.097649567031143E-06
0.15 0.85 6.486112022152191E-06
0.15 0.90 6.875437315739524E-06
0.15 0.95 7.26562614432415E-06
0.15 1.00 7.656679327951403E-06
0.15 1.05 8.048595407844994E-06
0.15 1.10 8.441382519161178E-06
0.15 1.15 6.466248238724199E-06
0.15 1.20 9.229555091788933E-06
