0.15 1.25 9.624945313659688E-06
0.15 1.30 1.0021205171366588E-05
0.15 1.35 4.857430476755166E-06
0.15 1.40 1.0816346830799865E-05
0.15 1.45 4.634616466215415E-06
0.15 1.50 1.098430435866109E-05
0.15 1.55 4.958946393279916E-06
0.15 1.60 1.241713845632849E-05
0.15 1.65 7.987454213095223E-06
0.15 1.70 1.178376748989036E-05
0.15 1.75 1.3626975393595809E-05
0.15 1.80 1.0230615983180091E-05
0.15 1.85 1.4437958227497184E-05
0.15 1.90 1.0816801845886695E-05
0.15 1.95 8.669964631694287E-06
0.15 2.00 8.8980229687984E-06
0.20 0.10 1.0007069721673884E-06
0.20 0.15 1.5034004716624325E-06
0.20 0.20 2.0076635875038787E-06
0.20 0.25 2.513481101593018E-06
0.20 0.30 3.0208457110144913E-06
0.20 0.35 3.5297544922491913E-06
0.20 0.40 4.040196930943258E-06
0.20 0.45 4.552178479790205E-06
0.20 0.50 5.06569564519916E-06
0.20 0.55 4.094483654526118E-06
0.20 0.60 6.0973367377663546E-06
0.20 0.65 5.907076025883584E-06
0.20 0.70 7.135126434945112E-06
0.20 0.75 7.244863045666663E-06
0.20 0.80 7.299832645516021E-06
0.20 0.85 8.703368337531585E-06
0.20 0.90 9.229206609069874E-06
0.20 0.95 9.756595130823475E-06
0.20 1.00 7.519776879265383E-06
0.20 1.05 1.0816033259629308E-05
0.20 1.10 1.0732333770906211E-05
0.20 1.15 1.1236115413120718E-05
0.20 1.20 1.0397592146621625E-05
0.20 1.25 1.2953644711187066E-05
0.20 1.30 1.0565218767275127E-05
0.20 1.35 1.3265298347612097E-05
0.20 1.40 1.4573354213906381E-05
0.20 1.45 1.3463935707703707E-05
0.20 1.50 9.729922306914043E-06
0.20 1.55 1.3549220670665042E-05
0.20 1.60 1.491648353709548E-05
0.20 1.65 1.730459339368768E-05
0.20 1.70 4.526966563669753E-06
0.20 1.75 1.3379270492270066E-05
0.20 1.80 6.753767156984835E-06
0.20 1.85 1.0008272595510443E-05
0.20 1.90 2.0075912513222726E-05
0.20 1.95 8.401190345072582E-06
0.20 2.00 8.622006034038278E-06
0.25 0.10 1.2518729967753197E-06
0.25 0.15 1.8814536972211927E-06
0.25 0.20 2.513459030115798E-06
0.25 0.25 3.1478782346473072E-06
0.25 0.30 3.7847034156553144E-06
0.25 0.35 4.423931615824173E-06
0.25 0.40 5.065560863234059E-06
0.25 0.45 5.709591265001112E-06
0.25 0.50 6.356024318647229E-06
0.25 0.55 4.0207239127673625E-06
0.25 0.60 7.65610883638103E-06
0.25 0.65 8.309768576054223E-06
0.25 0.70 8.96584474764629E-06
0.25 0.75 9.624343970214885E-06
0.25 0.80 9.728716737504355E-06
0.25 0.85 1.094863116436894E-05
0.25 0.90 1.161443129124946E-05
0.25 0.95 1.228267754522297E-05
0.25 1.00 7.382965982424555E-06
0.25 1.05 1.2142202506517679E-05
0.25 1.10 9.660219636196128E-06
0.25 1.15 6.1534004015614375E-06
0.25 1.20 7.246253766299003E-06
0.25 1.25 9.27899457132328E-06
0.25 1.30 7.864072394356112E-06
0.25 1.35 4.493323117789295E-06
0.25 1.40 8.484040406098117E-06
0.25 1.45 1.5948815638898246E-05
0.25 1.50 1.1195247950642188E-05
0.25 1.55 2.0494990310129945E-05
0.25 1.60 1.884602715512471E-05
0.25 1.65 1.3521524584244944E-05
0.25 1.70 1.1545992252036103E-05
0.25 1.75 1.3131879793218731E-05
0.25 1.80 9.730557269428899E-06
0.25 1.85 1.3912275846043202E-05
0.25 1.90 2.119634779217678E-05
0.25 1.95 2.6172492612841828E-05
0.25 2.00 1.50890593738135E-05
0.30 0.10 1.5034495002469676E-06
0.30 0.15 2.260395597109629E-06
0.30 0.20 3.0208151048100194E-06
0.30 0.25 3.7846973100103234E-06
0.30 0.30 4.55203789647376E-06
0.30 0.35 5.322835555305553E-06
0.30 0.40 3.5035036307608074E-06
0.30 0.45 6.874811352904175E-06
0.30 0.50 6.834059100626646E-06
0.30 0.55 3.946985543272839E-06
0.30 0.60 9.228810000685147E-06
0.30 0.65 5.731020670685302E-06
0.30 0.70 9.645395914183555E-06
0.30 0.75 1.1614247981879052E-05
0.30 0.80 5.121225147396495E-06
0.30 0.85 1.0355640084614821E-05
0.30 0.90 1.1741334225116231E-05
0.30 0.95 1.3222611839881087E-05
0.30 1.00 7.246246290002218E-06
0.30 1.05 1.1110768423993952E-05
0.30 1.10 1.2586946962743556E-05
0.30 1.15 1.5145360095025783E-05
0.30 1.20 1.3776712782692034E-05
0.30 1.25 1.0147754636643852E-05
0.30 1.30 1.386224752159844E-05
0.30 1.35 4.311529790167287E-06
0.30 1.40 1.2587690850246384E-05
0.30 1.45 1.3054180667365334E-05
0.30 1.50 7.246904414911917E-06
0.30 1.55 1.2672638693588042E-05
0.30 1.60 1.4460767895562857E-05
0.30 1.65 2.0680078979892835E-05
0.30 1.70 4.069249105563536E-06
0.30 1.75 9.939510020312664E-06
0.30 1.80 1.480355187724161E-05
0.30 1.85 1.3649965696624469E-05
0.30 1.90 1.0818151709185931E-05
0.30 1.95 1.275769414417302E-05
0.30 2.00 1.1406276488911192E-05
0.35 0.10 1.755430618683126E-06
0.35 0.15 2.6402251426469537E-06
0.35 0.20 3.529730969146221E-06
0.35 0.25 4.423940869828721E-06
0.35 0.30 5.322853873262145E-06
0.35 0.35 6.226473845690266E-06
0.35 0.40 4.094677176116951E-06
0.35 0.45 8.047866050818572E-06
0.35 0.50 6.561261108878126E-06
0.35 0.55 4.095149312036049E-06
0.35 0.60 8.482709835584417E-06
0.35 0.65 1.0473715892848313E-05
0.35 0.70 8.57976241677348E-06
0.35 0.75 1.1404307643814801E-05
0.35 0.80 1.2981837981132862E-05
0.35 0.85 1.2142453186967889E-05
0.35 0.90 1.199489746934385E-05
0.35 0.95 1.1749064584721562E-05
0.35 1.00 1.042634647355605E-05
0.35 1.05 1.723943610509139E-05
0.35 1.10 9.355778834488368E-06
0.35 1.15 1.204500323385414E-05
0.35 1.20 1.258776353523209E-05
0.35 1.25 9.453163300492253E-06
0.35 1.30 1.3678119270198998E-05
0.35 1.35 1.9687723194154054E-05
0.35 1.40 1.0622604089994282E-05
