1.0000000000000000e+00 1.9563618550711551e-02
1.3939393939393940e+00 2.3027685144929214e-02
1.7878787878787878e+00 2.4547869422201135e-02
2.1818181818181817e+00 2.5073512232372662e-02
2.5757575757575757e+00 2.5073870475867094e-02
2.9696969696969697e+00 2.4790963547456878e-02
3.3636363636363633e+00 2.4355535542629266e-02
3.7575757575757573e+00 2.3840976242007723e-02
4.1515151515151514e+00 2.3289664018048897e-02
4.5454545454545450e+00 2.2726486347678820e-02
4.9393939393939394e+00 2.2166180691279139e-02
5.3333333333333330e+00 2.1617393606427580e-02
5.7272727272727266e+00 2.1085070495429004e-02
6.1212121212121211e+00 2.0571858151602132e-02
6.5151515151515147e+00 2.0078980463362848e-02
6.9090909090909092e+00 1.9606762805846896e-02
7.3030303030303028e+00 1.9154983640771905e-02
7.6969696969696964e+00 1.8723075895609072e-02
8.0909090909090899e+00 1.8310289454378112e-02
8.4848484848484844e+00 1.7915754069796581e-02
8.8787878787878789e+00 1.7538571776623324e-02
9.2727272727272716e+00 1.7177798860237396e-02
9.6666666666666661e+00 1.6832556110999122e-02
1.0060606060606061e+01 1.6501965035003677e-02
1.0454545454545453e+01 1.6185187298210994e-02
1.0848484848484848e+01 1.5881433061106585e-02
1.1242424242424242e+01 1.5589957376327854e-02
1.1636363636363637e+01 1.5310057170297242e-02
1.2030303030303029e+01 1.5041074117349441e-02
1.2424242424242424e+01 1.4782398235301782e-02
1.2818181818181818e+01 1.4533452844967898e-02
1.3212121212121211e+01 1.4293702436681831e-02
1.3606060606060606e+01 1.4062647882115776e-02
1.4000000000000000e+01 1.3839821502796980e-02
1.4393939393939393e+01 1.3624789396652339e-02
1.4787878787878787e+01 1.3417144853809029e-02
1.5181818181818182e+01 1.3216511649954261e-02
1.5575757575757574e+01 1.3022523163104106e-02
1.5969696969696969e+01 1.2834857647011920e-02
1.6363636363636363e+01 1.2653202992350485e-02
1.6757575757575758e+01 1.2477262545441764e-02
1.7151515151515152e+01 1.2306777782862401e-02
1.7545454545454543e+01 1.2141475304301775e-02
1.7939393939393938e+01 1.1981123917885238e-02
1.8333333333333332e+01 1.1825495776713940e-02
1.8727272727272727e+01 1.1674378080896693e-02
1.9121212121212121e+01 1.1527576308822484e-02
1.9515151515151516e+01 1.1384896648337849e-02
1.9909090909090907e+01 1.1246163727800972e-02
2.0303030303030301e+01 1.1111208653619619e-02
2.0696969696969695e+01 1.0979877987257722e-02
2.1090909090909090e+01 1.0852018735160399e-02
2.1484848484848484e+01 1.0727493428274776e-02
2.1878787878787879e+01 1.0606160172981017e-02
2.2272727272727273e+01 1.0487902481146397e-02
2.2666666666666664e+01 1.0372596886298534e-02
2.3060606060606059e+01 1.0260130434099984e-02
2.3454545454545453e+01 1.0150389771478996e-02
2.3848484848484848e+01 1.0043294035695805e-02
2.4242424242424242e+01 9.9387083177199676e-03
2.4636363636363637e+01 9.8365738606111652e-03
2.5030303030303028e+01 9.7367892083251410e-03
2.5424242424242422e+01 9.6392875856735616e-03
2.5818181818181817e+01 9.5439610824329772e-03
2.6212121212121211e+01 9.4507480615304736e-03
2.6606060606060606e+01 9.3595743642429074e-03
2.7000000000000000e+01 9.2703718501578585e-03
2.7393939393939394e+01 9.1830769950366261e-03
2.7787878787878785e+01 9.0976223630753437e-03
2.8181818181818180e+01 9.0139491632241931e-03
2.8575757575757574e+01 8.9319999175659498e-03
2.8969696969696969e+01 8.8517224437313288e-03
2.9363636363636363e+01 8.7730616776409039e-03
2.9757575757575758e+01 8.6959659243493453e-03
3.0151515151515149e+01 8.6203889256734195e-03
3.0545454545454543e+01 8.5462855446440649e-03
3.0939393939393938e+01 8.4736084693742345e-03
3.1333333333333332e+01 8.4023131188192945e-03
3.1727272727272727e+01 8.3323707192758494e-03
3.2121212121212125e+01 8.2637224179036173e-03
3.2515151515151516e+01 8.1963461515281513e-03
3.2909090909090907e+01 8.1301962305383481e-03
3.3303030303030305e+01 8.0652547822403341e-03
3.3696969696969695e+01 8.0015090271101166e-03
3.4090909090909086e+01 7.9387963346677446e-03
3.4484848484848484e+01 7.8772356384067231e-03
3.4878787878787875e+01 7.8167434090620613e-03
3.5272727272727273e+01 7.7572913402054813e-03
3.5666666666666664e+01 7.6988546538099807e-03
3.6060606060606062e+01 7.6414011623258038e-03
3.6454545454545453e+01 7.5849055745894735e-03
3.6848484848484844e+01 7.5293475511290639e-03
3.7242424242424242e+01 7.4746992038046325e-03
3.7636363636363633e+01 7.4209364116939241e-03
3.8030303030303031e+01 7.3680408608116756e-03
3.8424242424242422e+01 7.3159889638667033e-03
3.8818181818181813e+01 7.2647600955668898e-03
3.9212121212121211e+01 7.2143359594643089e-03
3.9606060606060602e+01 7.1646918444651037e-03
4.0000000000000000e+01 7.1158121035011885e-03
