0.494505494505494;0.178571428571429;-0.302197802197802;-0.0137362637362637;0;0;0;0;0;0;0.054945054945055;0.0137362637362637;-0.247252747252747;-0.178571428571429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0.178571428571429;0.494505494505494;0.0137362637362637;0.054945054945055;0;0;0;0;0;0;-0.0137362637362637;-0.302197802197802;-0.178571428571429;-0.247252747252747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
-0.302197802197802;0.0137362637362637;0.989010989010989;0;-0.302197802197802;-0.0137362637362637;0;0;0;0;-0.247252747252747;0.178571428571429;0.10989010989011;0;-0.247252747252747;-0.178571428571429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
-0.0137362637362637;0.054945054945055;0;0.989010989010989;0.0137362637362637;0.054945054945055;0;0;0;0;0.178571428571429;-0.247252747252747;0;-0.604395604395604;-0.178571428571429;-0.247252747252747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;-0.302197802197802;0.0137362637362637;0.989010989010989;-2.77555756156289E-17;-0.302197802197802;-0.0137362637362637;0;0;0;0;-0.247252747252747;0.178571428571429;0.10989010989011;-5.20417042793042E-18;-0.247252747252747;-0.178571428571429;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;-0.0137362637362637;0.054945054945055;-2.77555756156289E-17;0.989010989010989;0.0137362637362638;0.0549450549450549;0;0;0;0;0.178571428571429;-0.247252747252747;-6.93889390390723E-18;-0.604395604395604;-0.178571428571429;-0.247252747252747;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;-0.302197802197802;0.0137362637362638;0.989010989010989;0;-0.302197802197802;-0.0137362637362638;0;0;0;0;-0.247252747252747;0.178571428571429;0.10989010989011;6.93889390390723E-18;-0.247252747252747;-0.178571428571429;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;-0.0137362637362637;0.0549450549450549;0;0.989010989010989;0.0137362637362637;0.0549450549450551;0;0;0;0;0.178571428571429;-0.247252747252747;0;-0.604395604395604;-0.178571428571429;-0.247252747252747;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;-0.302197802197802;0.0137362637362637;0.494505494505494;-0.178571428571428;0;0;0;0;0;0;-0.247252747252747;0.178571428571429;0.0549450549450549;-0.0137362637362637;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;-0.0137362637362638;0.0549450549450551;-0.178571428571428;0.494505494505494;0;0;0;0;0;0;0.178571428571429;-0.247252747252747;0.0137362637362637;-0.302197802197802;0;0;0;0;0;0;0;0;0;0;
0.054945054945055;-0.0137362637362637;-0.247252747252747;0.178571428571429;0;0;0;0;0;0;0.989010989010989;0;-0.604395604395604;3.46944695195361E-18;0;0;0;0;0;0;0.054945054945055;0.0137362637362637;-0.247252747252747;-0.178571428571429;0;0;0;0;0;0;
0.0137362637362637;-0.302197802197802;0.178571428571429;-0.247252747252747;0;0;0;0;0;0;0;0.989010989010989;3.46944695195361E-18;0.10989010989011;0;0;0;0;0;0;-0.0137362637362637;-0.302197802197802;-0.178571428571429;-0.247252747252747;0;0;0;0;0;0;
-0.247252747252747;-0.178571428571429;0.10989010989011;0;-0.247252747252747;0.178571428571429;0;0;0;0;-0.604395604395604;3.46944695195361E-18;1.97802197802198;0;-0.604395604395604;3.46944695195361E-18;0;0;0;0;-0.247252747252747;0.178571428571429;0.10989010989011;0;-0.247252747252747;-0.178571428571429;0;0;0;0;
-0.178571428571429;-0.247252747252747;0;-0.604395604395604;0.178571428571429;-0.247252747252747;0;0;0;0;3.46944695195361E-18;0.10989010989011;0;1.97802197802198;3.46944695195361E-18;0.10989010989011;0;0;0;0;0.178571428571429;-0.247252747252747;0;-0.604395604395604;-0.178571428571429;-0.247252747252747;0;0;0;0;
0;0;-0.247252747252747;-0.178571428571429;0.10989010989011;-6.93889390390723E-18;-0.247252747252747;0.178571428571429;0;0;0;0;-0.604395604395604;3.46944695195361E-18;1.97802197802198;-5.55111512312578E-17;-0.604395604395605;5.55111512312578E-17;0;0;0;0;-0.247252747252747;0.178571428571429;0.10989010989011;-5.20417042793042E-18;-0.247252747252747;-0.178571428571429;0;0;
0;0;-0.178571428571429;-0.247252747252747;-5.20417042793042E-18;-0.604395604395604;0.178571428571429;-0.247252747252747;0;0;0;0;3.46944695195361E-18;0.10989010989011;-5.55111512312578E-17;1.97802197802198;6.76542155630955E-17;0.10989010989011;0;0;0;0;0.178571428571429;-0.247252747252747;-6.93889390390723E-18;-0.604395604395604;-0.178571428571429;-0.247252747252747;0;0;
0;0;0;0;-0.247252747252747;-0.178571428571429;0.10989010989011;0;-0.247252747252747;0.178571428571429;0;0;0;0;-0.604395604395605;6.76542155630955E-17;1.97802197802198;0;-0.604395604395604;-4.5102810375397E-17;0;0;0;0;-0.247252747252747;0.178571428571429;0.10989010989011;6.93889390390723E-18;-0.247252747252747;-0.178571428571429;
0;0;0;0;-0.178571428571429;-0.247252747252747;6.93889390390723E-18;-0.604395604395604;0.178571428571429;-0.247252747252747;0;0;0;0;5.55111512312578E-17;0.10989010989011;0;1.97802197802198;-5.89805981832114E-17;0.10989010989011;0;0;0;0;0.178571428571429;-0.247252747252747;0;-0.604395604395604;-0.178571428571429;-0.247252747252747;
0;0;0;0;0;0;-0.247252747252747;-0.178571428571429;0.0549450549450549;0.0137362637362637;0;0;0;0;0;0;-0.604395604395604;-5.89805981832114E-17;0.989010989010989;5.55111512312578E-17;0;0;0;0;0;0;-0.247252747252747;0.178571428571429;0.0549450549450549;-0.0137362637362637;
0;0;0;0;0;0;-0.178571428571429;-0.247252747252747;-0.0137362637362637;-0.302197802197802;0;0;0;0;0;0;-4.5102810375397E-17;0.10989010989011;5.55111512312578E-17;0.989010989010989;0;0;0;0;0;0;0.178571428571429;-0.247252747252747;0.0137362637362637;-0.302197802197802;
0;0;0;0;0;0;0;0;0;0;0.054945054945055;-0.0137362637362637;-0.247252747252747;0.178571428571429;0;0;0;0;0;0;0.494505494505494;-0.178571428571429;-0.302197802197802;0.0137362637362637;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0.0137362637362637;-0.302197802197802;0.178571428571429;-0.247252747252747;0;0;0;0;0;0;-0.178571428571429;0.494505494505494;-0.0137362637362637;0.054945054945055;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;-0.247252747252747;-0.178571428571429;0.10989010989011;0;-0.247252747252747;0.178571428571429;0;0;0;0;-0.302197802197802;-0.0137362637362637;0.989010989010989;0;-0.302197802197802;0.0137362637362637;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;-0.178571428571429;-0.247252747252747;0;-0.604395604395604;0.178571428571429;-0.247252747252747;0;0;0;0;0.0137362637362637;0.054945054945055;0;0.989010989010989;-0.0137362637362637;0.054945054945055;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;-0.247252747252747;-0.178571428571429;0.10989010989011;-6.93889390390723E-18;-0.247252747252747;0.178571428571429;0;0;0;0;-0.302197802197802;-0.0137362637362637;0.989010989010989;-2.77555756156289E-17;-0.302197802197802;0.0137362637362638;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;-0.178571428571429;-0.247252747252747;-5.20417042793042E-18;-0.604395604395604;0.178571428571429;-0.247252747252747;0;0;0;0;0.0137362637362637;0.054945054945055;-2.77555756156289E-17;0.989010989010989;-0.0137362637362637;0.0549450549450548;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.247252747252747;-0.178571428571429;0.10989010989011;0;-0.247252747252747;0.178571428571429;0;0;0;0;-0.302197802197802;-0.0137362637362637;0.989010989010989;0;-0.302197802197802;0.0137362637362637;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.178571428571429;-0.247252747252747;6.93889390390723E-18;-0.604395604395604;0.178571428571429;-0.247252747252747;0;0;0;0;0.0137362637362638;0.0549450549450548;0;0.989010989010989;-0.0137362637362638;0.0549450549450549;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.247252747252747;-0.178571428571429;0.0549450549450549;0.0137362637362637;0;0;0;0;0;0;-0.302197802197802;-0.0137362637362638;0.494505494505494;0.178571428571429;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.178571428571429;-0.247252747252747;-0.0137362637362637;-0.302197802197802;0;0;0;0;0;0;0.0137362637362637;0.0549450549450549;0.178571428571429;0.494505494505495;
